ID,PC,Opcode,Bitwidth,Execution_Count,Avg_Latency,MemLevel,BranchCount,Execution_Count_Cum,Avg_Latency_Cum,Opcode_Num,Opcode_Num_Norm,Bitwidth_Norm,Execution_Count_Norm,Avg_Latency_Norm,FSS_Score
1241,0x7ffff7fcf14b,ARITH,64.0,216.0,53.1737962962963,,0.0,1027.0,54.15,3.0,0.75,0.4666666666666667,0.08600000000000001,0.050777452807737614,0.3383610298686011
1254,0x7ffff7fcf14b,ARITH,64.0,41.0,52.326585365853646,,0.0,1068.0,54.08,3.0,0.75,0.4666666666666667,0.016,0.04996857461485563,0.3206588103203806
1265,0x7ffff7fcf14b,ARITH,64.0,46.0,55.77521739130442,,0.0,1114.0,54.15,3.0,0.75,0.4666666666666667,0.018,0.053261170520345257,0.321981959296753
1315,0x7ffff7fcf14b,ARITH,64.0,40.0,54.43850000000002,,0.0,1154.0,54.16,3.0,0.75,0.4666666666666667,0.015600000000000001,0.051984933978747185,0.3210629001613535
807,0x7ffff7fcf14b,ARITH,64.0,114.0,51.92999999999999,,0.0,114.0,51.93,3.0,0.75,0.4666666666666667,0.045200000000000004,0.04958993307173067,0.32786414993459934
954,0x7ffff7fcf14b,ARITH,64.0,309.0,54.68155339805825,,0.0,423.0,53.94,3.0,0.75,0.4666666666666667,0.1232,0.052216990231010646,0.34802091422441933
963,0x7ffff7fcf14b,ARITH,64.0,34.0,60.25735294117647,,0.0,457.0,54.41,3.0,0.75,0.4666666666666667,0.013200000000000002,0.05754050825497328,0.32185179373041006
1001,0x7ffff7fcf14e,ARITH,64.0,546.0,55.62,,0.0,546.0,55.62,3.0,0.75,0.4666666666666667,0.218,0.053112976064312235,0.37194491068274477
1007,0x7ffff7fcf14e,ARITH,64.0,10.0,60.62400000000052,,0.0,556.0,55.71,3.0,0.75,0.4666666666666667,0.0036,0.0578905660737648,0.3195393081851079
1028,0x7ffff7fcf14e,ARITH,64.0,60.0,55.50466666666664,,0.0,616.0,55.69,3.0,0.75,0.4666666666666667,0.0236,0.053002861080081565,0.32331738193668713
1065,0x7ffff7fcf14e,ARITH,64.0,81.0,56.46444444444448,,0.0,697.0,55.78,3.0,0.75,0.4666666666666667,0.032,0.05391921294307228,0.3256464699024348
1130,0x7ffff7fcf14e,ARITH,64.0,145.0,56.476827586206845,,0.0,842.0,55.9,3.0,0.75,0.4666666666666667,0.057600000000000005,0.05393103579966091,0.33204942561658196
1143,0x7ffff7fcf14e,ARITH,64.0,37.0,53.76189189189215,,0.0,879.0,55.81,3.0,0.75,0.4666666666666667,0.014400000000000001,0.05133893954677068,0.32060140155335937
1170,0x7ffff7fcf14e,ARITH,64.0,48.0,56.58249999999998,,0.0,927.0,55.85,3.0,0.75,0.4666666666666667,0.0188,0.054031926980398874,0.3223746484117664
1337,0x7ffff7fcf14e,ARITH,64.0,278.0,57.323741007194215,,0.0,1205.0,56.19,3.0,0.75,0.4666666666666667,0.11080000000000001,0.054739629944141346,0.34555157415270205
862,0x7ffff7fcf14e,ARITH,64.0,234.0,55.25,,0.0,234.0,55.25,3.0,0.75,0.4666666666666667,0.0932,0.05275971701085555,0.3406565959193806
873,0x7ffff7fcf14e,ARITH,64.0,12.0,58.529999999999895,,0.0,246.0,55.41,3.0,0.75,0.4666666666666667,0.0044,0.05589131078203906,0.31923949436217647
977,0x7ffff7fcf14e,ARITH,64.0,251.0,55.469402390438255,,0.0,497.0,55.44,3.0,0.75,0.4666666666666667,0.1,0.052969192364294336,0.3424089647577403
1103,0x7ffff7fcf151,LOAD,32.0,785.0,57.03,L1,0.0,785.0,57.03,4.0,1.0,0.2,0.3136,0.054459179484241775,0.3920147948710604
1157,0x7ffff7fcf151,LOAD,32.0,124.0,55.49056451612899,L1,0.0,909.0,56.82,4.0,1.0,0.2,0.04920000000000001,0.052989396992647424,0.3255473492481618
1249,0x7ffff7fcf151,LOAD,32.0,142.0,58.15225352112678,L1,0.0,1051.0,57.0,4.0,1.0,0.2,0.056400000000000006,0.05553065574535443,0.32798266393633857
1260,0x7ffff7fcf151,LOAD,32.0,46.0,59.14630434782616,L1,0.0,1097.0,57.09,4.0,1.0,0.2,0.018,0.056479729945699456,0.31861993248642484
1273,0x7ffff7fcf151,LOAD,32.0,27.0,59.171481481481386,L1,0.0,1124.0,57.14,4.0,1.0,0.2,0.010400000000000001,0.056503767919763775,0.3167259419799409
1344,0x7ffff7fcf151,LOAD,32.0,95.0,55.60021052631584,L1,0.0,1219.0,57.02,4.0,1.0,0.2,0.0376,0.053094081981225554,0.3226735204953064
1362,0x7ffff7fcf151,LOAD,32.0,26.0,51.752692307692016,L1,0.0,1245.0,56.91,4.0,1.0,0.2,0.010000000000000002,0.04942064780806768,0.3148551619520169
800,0x7ffff7fcf151,LOAD,32.0,88.0,58.91,L1,0.0,88.0,58.91,4.0,1.0,0.2,0.034800000000000005,0.05625411737748116,0.32276352934437025
897,0x7ffff7fcf151,LOAD,32.0,210.0,56.83819047619048,L1,0.0,298.0,57.45,4.0,1.0,0.2,0.08360000000000001,0.054276048536066296,0.33446901213401653
936,0x7ffff7fcf151,LOAD,32.0,88.0,53.45840909090905,L1,0.0,386.0,56.54,4.0,1.0,0.2,0.034800000000000005,0.05104918806834994,0.32146229701708745
969,0x7ffff7fcf151,LOAD,32.0,83.0,58.9697590361446,L1,0.0,469.0,56.97,4.0,1.0,0.2,0.0328,0.056311172568140416,0.3222777931420351
1047,0x7ffff7fcf154,LOGIC,32.0,663.0,93.49,,0.0,663.0,93.49,2.0,0.5,0.2,0.2648,0.08926951756270346,0.2635173793906758
1136,0x7ffff7fcf154,LOGIC,32.0,191.0,55.305916230366535,,0.0,854.0,84.95,2.0,0.5,0.2,0.07600000000000001,0.052813103266564056,0.20720327581664102
1149,0x7ffff7fcf154,LOGIC,32.0,36.0,59.48611111111112,,0.0,890.0,83.92,2.0,0.5,0.2,0.014000000000000002,0.056804161879635204,0.1927010404699088
1176,0x7ffff7fcf154,LOGIC,32.0,48.0,56.5616666666665,,0.0,938.0,82.52,2.0,0.5,0.2,0.0188,0.05401203626792932,0.19320300906698232
1202,0x7ffff7fcf154,LOGIC,32.0,66.0,54.83393939393952,,0.0,1004.0,80.7,2.0,0.5,0.2,0.026,0.05236248140037571,0.19459062035009392
465,0x7ffff7fcf154,LOGIC,32.0,11.0,46.55,,0.0,11.0,46.55,2.0,0.5,0.2,0.004,0.04445335548363073,0.18711333887090767
