ID,PC,Opcode,Bitwidth,Execution_Count,Avg_Latency,MemLevel,BranchCount
2199,0x555555555174,LOAD,32,10181,54.65,L1,0
2200,0x555555555168,LOAD,32,10194,55.06,L1,0
2201,0x555555555174,LOAD,32,10206,54.65,L1,0
2202,0x555555555168,LOAD,32,10219,55.06,L1,0
2203,0x555555555174,LOAD,32,10231,54.65,L1,0
2204,0x555555555168,LOAD,32,10244,55.07,L1,0
2205,0x555555555174,LOAD,32,10256,54.65,L1,0
2206,0x555555555168,LOAD,32,10269,55.08,L1,0
2207,0x555555555174,LOAD,32,10281,54.64,L1,0
2208,0x555555555168,LOAD,32,10294,55.08,L1,0
2209,0x555555555174,LOAD,32,10306,54.64,L1,0
2210,0x555555555168,LOAD,32,10319,55.09,L1,0
2211,0x555555555174,LOAD,32,10331,54.64,L1,0
2212,0x555555555168,LOAD,32,10344,55.08,L1,0
2213,0x555555555174,LOAD,32,10356,54.64,L1,0
2214,0x555555555168,LOAD,32,10369,55.09,L1,0
2215,0x555555555174,LOAD,32,10381,54.64,L1,0
2216,0x555555555168,LOAD,32,10394,55.11,L1,0
2217,0x555555555174,LOAD,32,10406,54.64,L1,0
2218,0x555555555168,LOAD,32,10419,55.10,L1,0
2219,0x555555555174,LOAD,32,10431,54.64,L1,0
2220,0x555555555168,LOAD,32,10444,55.10,L1,0
2221,0x555555555174,LOAD,32,10456,54.64,L1,0
2222,0x555555555168,LOAD,32,10469,55.10,L1,0
2223,0x555555555174,LOAD,32,10481,54.65,L1,0
2224,0x555555555168,LOAD,32,10494,55.10,L1,0
2225,0x555555555174,LOAD,32,10506,54.66,L1,0
2226,0x555555555168,LOAD,32,10519,55.09,L1,0
2227,0x555555555174,LOAD,32,10531,54.66,L1,0
2228,0x555555555168,LOAD,32,10544,55.09,L1,0
2229,0x555555555174,LOAD,32,10556,54.65,L1,0
2230,0x555555555168,LOAD,32,10569,55.09,L1,0
2231,0x555555555174,LOAD,32,10581,54.66,L1,0
2232,0x555555555168,LOAD,32,10594,55.10,L1,0
2233,0x555555555174,LOAD,32,10606,54.68,L1,0
2234,0x555555555168,LOAD,32,10619,55.09,L1,0
2235,0x555555555174,LOAD,32,10631,54.68,L1,0
2236,0x555555555168,LOAD,32,10644,55.09,L1,0
2237,0x555555555174,LOAD,32,10656,54.69,L1,0
2238,0x555555555168,LOAD,32,10669,55.09,L1,0
2239,0x555555555174,LOAD,32,10681,54.70,L1,0
2240,0x555555555168,LOAD,32,10694,55.09,L1,0
2241,0x555555555174,LOAD,32,10706,54.70,L1,0
2242,0x555555555168,LOAD,32,10719,55.09,L1,0
2243,0x555555555174,LOAD,32,10731,54.71,L1,0
2244,0x555555555168,LOAD,32,10744,55.09,L1,0
2245,0x555555555174,LOAD,32,10756,54.71,L1,0
2246,0x555555555168,LOAD,32,10769,55.11,L1,0
2247,0x555555555174,LOAD,32,10781,54.71,L1,0
2248,0x555555555168,LOAD,32,10794,55.12,L1,0
2249,0x555555555174,LOAD,32,10806,54.70,L1,0
2250,0x555555555168,LOAD,32,10819,55.12,L1,0
2251,0x555555555174,LOAD,32,10831,54.71,L1,0
2252,0x555555555168,LOAD,32,10844,55.12,L1,0
2253,0x555555555174,LOAD,32,10856,54.71,L1,0
2254,0x555555555168,LOAD,32,10869,55.13,L1,0
2255,0x555555555174,LOAD,32,10881,54.72,L1,0
2256,0x555555555168,LOAD,32,10894,55.13,L1,0
2257,0x555555555174,LOAD,32,10906,54.73,L1,0
2258,0x555555555168,LOAD,32,10919,55.15,L1,0
2259,0x555555555174,LOAD,32,10931,54.72,L1,0
2260,0x555555555168,LOAD,32,10944,55.15,L1,0
2261,0x555555555174,LOAD,32,10956,54.73,L1,0
2262,0x555555555168,LOAD,32,10969,55.15,L1,0
2263,0x555555555174,LOAD,32,10981,54.72,L1,0
2264,0x555555555168,LOAD,32,10994,55.14,L1,0
2265,0x555555555174,LOAD,32,11006,54.73,L1,0
2266,0x555555555168,LOAD,32,11019,55.15,L1,0
2267,0x555555555174,LOAD,32,11031,54.73,L1,0
2268,0x555555555168,LOAD,32,11044,55.15,L1,0
2269,0x555555555174,LOAD,32,11056,54.74,L1,0
2270,0x555555555168,LOAD,32,11069,55.15,L1,0
2271,0x555555555174,LOAD,32,11081,54.73,L1,0
2272,0x555555555168,LOAD,32,11094,55.15,L1,0
2273,0x555555555174,LOAD,32,11106,54.74,L1,0
2274,0x555555555168,LOAD,32,11119,55.15,L1,0
2275,0x555555555174,LOAD,32,11131,54.73,L1,0
2276,0x555555555168,LOAD,32,11144,55.15,L1,0
2277,0x555555555174,LOAD,32,11156,54.74,L1,0
2278,0x555555555168,LOAD,32,11169,55.15,L1,0
2279,0x555555555174,LOAD,32,11181,54.74,L1,0
2280,0x555555555168,LOAD,32,11194,55.15,L1,0
2281,0x555555555174,LOAD,32,11206,54.74,L1,0
2282,0x555555555168,LOAD,32,11219,55.16,L1,0
2283,0x555555555174,LOAD,32,11231,54.75,L1,0
2284,0x555555555168,LOAD,32,11244,55.16,L1,0
2285,0x555555555174,LOAD,32,11256,54.75,L1,0
2286,0x555555555168,LOAD,32,11269,55.16,L1,0
2287,0x555555555174,LOAD,32,11281,54.75,L1,0
2288,0x555555555168,LOAD,32,11294,55.17,L1,0
2289,0x555555555174,LOAD,32,11306,54.77,L1,0
2290,0x555555555168,LOAD,32,11319,55.17,L1,0
2291,0x555555555174,LOAD,32,11331,54.77,L1,0
2292,0x555555555168,LOAD,32,11344,55.17,L1,0
2293,0x555555555174,LOAD,32,11356,54.76,L1,0
2294,0x555555555168,LOAD,32,11369,55.17,L1,0
2295,0x555555555174,LOAD,32,11381,54.76,L1,0
2296,0x555555555168,LOAD,32,11394,55.17,L1,0
2297,0x555555555174,LOAD,32,11406,54.75,L1,0
2298,0x555555555168,LOAD,32,11419,55.17,L1,0
2299,0x555555555174,LOAD,32,11431,54.75,L1,0
2300,0x555555555168,LOAD,32,11444,55.17,L1,0
2301,0x555555555174,LOAD,32,11456,54.75,L1,0
2302,0x555555555168,LOAD,32,11469,55.16,L1,0
2303,0x555555555174,LOAD,32,11481,54.75,L1,0
2304,0x555555555168,LOAD,32,11494,55.15,L1,0
2305,0x555555555174,LOAD,32,11506,54.75,L1,0
2306,0x555555555168,LOAD,32,11519,55.15,L1,0
2307,0x555555555174,LOAD,32,11531,54.75,L1,0
2308,0x555555555168,LOAD,32,11544,55.15,L1,0
2309,0x555555555174,LOAD,32,11556,54.76,L1,0
2310,0x555555555168,LOAD,32,11569,55.16,L1,0
2311,0x555555555174,LOAD,32,11581,54.77,L1,0
2312,0x555555555168,LOAD,32,11594,55.16,L1,0
2313,0x555555555174,LOAD,32,11606,54.77,L1,0
2314,0x555555555168,LOAD,32,11619,55.16,L1,0
2315,0x555555555174,LOAD,32,11631,54.78,L1,0
2316,0x555555555168,LOAD,32,11644,55.16,L1,0
2317,0x555555555174,LOAD,32,11656,54.78,L1,0
2318,0x555555555168,LOAD,32,11669,55.16,L1,0
2319,0x555555555174,LOAD,32,11681,54.77,L1,0
2320,0x555555555168,LOAD,32,11694,55.16,L1,0
2321,0x555555555174,LOAD,32,11706,54.77,L1,0
2322,0x555555555168,LOAD,32,11719,55.17,L1,0
2323,0x555555555174,LOAD,32,11731,54.76,L1,0
2324,0x555555555168,LOAD,32,11744,55.17,L1,0
2325,0x555555555174,LOAD,32,11756,54.77,L1,0
2326,0x555555555168,LOAD,32,11769,55.18,L1,0
2327,0x555555555174,LOAD,32,11781,54.78,L1,0
2328,0x555555555168,LOAD,32,11794,55.18,L1,0
2329,0x555555555174,LOAD,32,11806,54.77,L1,0
2330,0x555555555168,LOAD,32,11819,55.18,L1,0
2331,0x555555555174,LOAD,32,11831,54.77,L1,0
2332,0x555555555168,LOAD,32,11844,55.18,L1,0
2333,0x555555555174,LOAD,32,11856,54.77,L1,0
2334,0x555555555168,LOAD,32,11869,55.17,L1,0
2335,0x555555555174,LOAD,32,11881,54.78,L1,0
2336,0x555555555168,LOAD,32,11894,55.16,L1,0
2337,0x555555555174,LOAD,32,11906,54.78,L1,0
2338,0x555555555168,LOAD,32,11919,55.17,L1,0
2339,0x555555555174,LOAD,32,11931,54.78,L1,0
2340,0x555555555168,LOAD,32,11944,55.17,L1,0
2341,0x555555555174,LOAD,32,11956,54.78,L1,0
2342,0x555555555168,LOAD,32,11969,55.18,L1,0
2343,0x555555555174,LOAD,32,11981,54.78,L1,0
2344,0x555555555168,LOAD,32,11994,55.17,L1,0
2345,0x555555555174,LOAD,32,12006,54.78,L1,0
2346,0x555555555168,LOAD,32,12019,55.17,L1,0
2347,0x555555555174,LOAD,32,12031,54.77,L1,0
2348,0x555555555168,LOAD,32,12044,55.17,L1,0
2349,0x555555555174,LOAD,32,12056,54.77,L1,0
2350,0x555555555168,LOAD,32,12069,55.17,L1,0
2351,0x555555555174,LOAD,32,12081,54.77,L1,0
2352,0x555555555168,LOAD,32,12094,55.17,L1,0
2353,0x555555555174,LOAD,32,12106,54.79,L1,0
2354,0x555555555168,LOAD,32,12119,55.18,L1,0
2355,0x555555555174,LOAD,32,12131,54.78,L1,0
2356,0x555555555168,LOAD,32,12144,55.18,L1,0
2357,0x555555555174,LOAD,32,12156,54.78,L1,0
2358,0x555555555168,LOAD,32,12169,55.18,L1,0
2359,0x555555555174,LOAD,32,12181,54.79,L1,0
2360,0x555555555168,LOAD,32,12194,55.18,L1,0
2361,0x555555555174,LOAD,32,12206,54.79,L1,0
2362,0x555555555168,LOAD,32,12219,55.18,L1,0
2363,0x555555555174,LOAD,32,12231,54.79,L1,0
2364,0x555555555168,LOAD,32,12244,55.18,L1,0
2365,0x555555555174,LOAD,32,12256,54.79,L1,0
2366,0x555555555168,LOAD,32,12269,55.18,L1,0
2367,0x555555555174,LOAD,32,12281,54.79,L1,0
2368,0x555555555168,LOAD,32,12294,55.18,L1,0
2369,0x555555555174,LOAD,32,12306,54.79,L1,0
2370,0x555555555168,LOAD,32,12319,55.18,L1,0
2371,0x555555555174,LOAD,32,12331,54.79,L1,0
2372,0x555555555168,LOAD,32,12344,55.19,L1,0
2373,0x555555555174,LOAD,32,12356,54.81,L1,0
2374,0x555555555168,LOAD,32,12369,55.20,L1,0
2375,0x555555555174,LOAD,32,12381,54.81,L1,0
2376,0x555555555168,LOAD,32,12394,55.21,L1,0
2377,0x555555555174,LOAD,32,12406,54.81,L1,0
2378,0x555555555168,LOAD,32,12419,55.20,L1,0
2379,0x555555555174,LOAD,32,12431,54.81,L1,0
2380,0x555555555168,LOAD,32,12444,55.20,L1,0
2381,0x555555555174,LOAD,32,12456,54.82,L1,0
2382,0x555555555168,LOAD,32,12469,55.21,L1,0
2383,0x555555555174,LOAD,32,12481,54.82,L1,0
2384,0x555555555168,LOAD,32,12494,55.21,L1,0
2385,0x555555555174,LOAD,32,12506,54.83,L1,0
2386,0x555555555168,LOAD,32,12519,55.21,L1,0
2387,0x555555555174,LOAD,32,12531,54.83,L1,0
2388,0x555555555168,LOAD,32,12544,55.20,L1,0
2389,0x555555555174,LOAD,32,12556,54.83,L1,0
2390,0x555555555168,LOAD,32,12569,55.20,L1,0
2391,0x555555555174,LOAD,32,12581,54.82,L1,0
2392,0x555555555168,LOAD,32,12594,55.20,L1,0
2393,0x555555555174,LOAD,32,12606,54.82,L1,0
2394,0x555555555168,LOAD,32,12619,55.20,L1,0
2395,0x555555555174,LOAD,32,12631,54.82,L1,0
2396,0x555555555168,LOAD,32,12644,55.20,L1,0
2397,0x555555555174,LOAD,32,12656,54.83,L1,0
2398,0x555555555168,LOAD,32,12669,55.20,L1,0
2399,0x555555555174,LOAD,32,12681,54.82,L1,0
2400,0x555555555168,LOAD,32,12694,55.20,L1,0
2401,0x555555555174,LOAD,32,12706,54.83,L1,0
2402,0x555555555168,LOAD,32,12719,55.19,L1,0
2403,0x555555555174,LOAD,32,12731,54.83,L1,0
2404,0x555555555168,LOAD,32,12744,55.19,L1,0
2405,0x555555555174,LOAD,32,12756,54.82,L1,0
2406,0x555555555168,LOAD,32,12769,55.19,L1,0
2407,0x555555555174,LOAD,32,12781,54.83,L1,0
2408,0x555555555168,LOAD,32,12794,55.20,L1,0
2409,0x555555555174,LOAD,32,12806,54.82,L1,0
2410,0x555555555168,LOAD,32,12819,55.20,L1,0
2411,0x555555555174,LOAD,32,12831,54.82,L1,0
2412,0x555555555168,LOAD,32,12844,55.19,L1,0
2413,0x555555555174,LOAD,32,12856,54.82,L1,0
2414,0x555555555168,LOAD,32,12869,55.19,L1,0
2415,0x555555555174,LOAD,32,12881,54.82,L1,0
2416,0x555555555168,LOAD,32,12894,55.20,L1,0
2417,0x555555555174,LOAD,32,12906,54.82,L1,0
2418,0x555555555168,LOAD,32,12919,55.20,L1,0
2419,0x555555555174,LOAD,32,12931,54.81,L1,0
2420,0x555555555168,LOAD,32,12944,55.20,L1,0
2421,0x555555555174,LOAD,32,12956,54.81,L1,0
2422,0x555555555168,LOAD,32,12969,55.21,L1,0
2423,0x555555555174,LOAD,32,12981,54.80,L1,0
2424,0x555555555168,LOAD,32,12994,55.20,L1,0
2425,0x555555555174,LOAD,32,13006,54.81,L1,0
2426,0x555555555168,LOAD,32,13019,55.19,L1,0
2427,0x555555555174,LOAD,32,13031,54.81,L1,0
2428,0x555555555168,LOAD,32,13044,55.19,L1,0
2429,0x555555555174,LOAD,32,13056,54.81,L1,0
2430,0x555555555168,LOAD,32,13069,55.20,L1,0
2431,0x555555555174,LOAD,32,13081,54.81,L1,0
2432,0x555555555168,LOAD,32,13094,55.20,L1,0
2433,0x555555555174,LOAD,32,13106,54.81,L1,0
2434,0x555555555168,LOAD,32,13119,55.20,L1,0
2435,0x555555555174,LOAD,32,13131,54.81,L1,0
2436,0x555555555168,LOAD,32,13144,55.20,L1,0
2437,0x555555555174,LOAD,32,13156,54.81,L1,0
2438,0x555555555168,LOAD,32,13169,55.21,L1,0
2439,0x555555555174,LOAD,32,13181,54.81,L1,0
2440,0x555555555168,LOAD,32,13194,55.21,L1,0
2441,0x555555555174,LOAD,32,13206,54.81,L1,0
2442,0x555555555168,LOAD,32,13219,55.22,L1,0
2443,0x555555555174,LOAD,32,13231,54.81,L1,0
2444,0x555555555168,LOAD,32,13244,55.21,L1,0
2445,0x555555555174,LOAD,32,13256,54.82,L1,0
2446,0x555555555168,LOAD,32,13269,55.21,L1,0
2447,0x555555555174,LOAD,32,13281,54.82,L1,0
2448,0x555555555168,LOAD,32,13294,55.21,L1,0
2449,0x555555555174,LOAD,32,13306,54.82,L1,0
2450,0x555555555168,LOAD,32,13319,55.22,L1,0
2451,0x555555555174,LOAD,32,13331,54.82,L1,0
2452,0x555555555168,LOAD,32,13344,55.22,L1,0
2453,0x555555555174,LOAD,32,13356,54.81,L1,0
2454,0x555555555168,LOAD,32,13369,55.22,L1,0
2455,0x555555555174,LOAD,32,13381,54.81,L1,0
2456,0x555555555168,LOAD,32,13394,55.23,L1,0
2457,0x555555555174,LOAD,32,13406,54.82,L1,0
2458,0x555555555168,LOAD,32,13419,55.22,L1,0
2459,0x555555555174,LOAD,32,13431,54.83,L1,0
2460,0x555555555168,LOAD,32,13444,55.21,L1,0
2461,0x555555555174,LOAD,32,13456,54.83,L1,0
2462,0x555555555168,LOAD,32,13469,55.21,L1,0
2463,0x555555555174,LOAD,32,13481,54.83,L1,0
2464,0x555555555168,LOAD,32,13494,55.21,L1,0
2465,0x555555555174,LOAD,32,13506,54.83,L1,0
2466,0x555555555168,LOAD,32,13519,55.21,L1,0
2467,0x555555555174,LOAD,32,13531,54.83,L1,0
2468,0x555555555168,LOAD,32,13544,55.21,L1,0
2469,0x555555555174,LOAD,32,13556,54.83,L1,0
2470,0x555555555168,LOAD,32,13569,55.21,L1,0
2471,0x555555555174,LOAD,32,13581,54.83,L1,0
2472,0x555555555168,LOAD,32,13594,55.21,L1,0
2473,0x555555555174,LOAD,32,13606,54.84,L1,0
2474,0x555555555168,LOAD,32,13619,55.20,L1,0
2475,0x555555555174,LOAD,32,13631,54.84,L1,0
2476,0x555555555168,LOAD,32,13644,55.20,L1,0
2477,0x555555555174,LOAD,32,13656,54.83,L1,0
2478,0x555555555168,LOAD,32,13669,55.20,L1,0
2479,0x555555555174,LOAD,32,13681,54.83,L1,0
2480,0x555555555168,LOAD,32,13694,55.20,L1,0
2481,0x555555555174,LOAD,32,13706,54.83,L1,0
2482,0x555555555168,LOAD,32,13719,55.19,L1,0
2483,0x555555555174,LOAD,32,13731,54.84,L1,0
2484,0x555555555168,LOAD,32,13744,55.19,L1,0
2485,0x555555555174,LOAD,32,13756,54.83,L1,0
2486,0x555555555168,LOAD,32,13769,55.19,L1,0
2487,0x555555555174,LOAD,32,13781,54.83,L1,0
2488,0x555555555168,LOAD,32,13794,55.19,L1,0
2489,0x555555555174,LOAD,32,13806,54.83,L1,0
2490,0x555555555168,LOAD,32,13819,55.19,L1,0
2491,0x555555555174,LOAD,32,13831,54.82,L1,0
2492,0x555555555168,LOAD,32,13844,55.19,L1,0
2493,0x555555555174,LOAD,32,13856,54.82,L1,0
2494,0x555555555168,LOAD,32,13869,55.19,L1,0
2495,0x555555555174,LOAD,32,13881,54.81,L1,0
2496,0x555555555168,LOAD,32,13894,55.18,L1,0
2497,0x555555555174,LOAD,32,13906,54.80,L1,0
2498,0x555555555168,LOAD,32,13919,55.18,L1,0
2499,0x555555555174,LOAD,32,13931,54.81,L1,0
2500,0x555555555168,LOAD,32,13944,55.18,L1,0
2501,0x555555555174,LOAD,32,13956,54.81,L1,0
2502,0x555555555168,LOAD,32,13969,55.18,L1,0
2503,0x555555555174,LOAD,32,13981,54.81,L1,0
2504,0x555555555168,LOAD,32,13994,55.18,L1,0
2505,0x555555555174,LOAD,32,14006,54.81,L1,0
2506,0x555555555168,LOAD,32,14019,55.18,L1,0
2507,0x555555555174,LOAD,32,14031,54.81,L1,0
2508,0x555555555168,LOAD,32,14044,55.19,L1,0
2509,0x555555555174,LOAD,32,14056,54.82,L1,0
2510,0x555555555168,LOAD,32,14069,55.19,L1,0
2511,0x555555555174,LOAD,32,14081,54.81,L1,0
2512,0x555555555168,LOAD,32,14094,55.19,L1,0
2513,0x555555555174,LOAD,32,14106,54.81,L1,0
2514,0x555555555168,LOAD,32,14119,55.17,L1,0
2515,0x555555555174,LOAD,32,14131,54.80,L1,0
2516,0x555555555168,LOAD,32,14144,55.18,L1,0
2517,0x555555555174,LOAD,32,14156,54.79,L1,0
2518,0x555555555168,LOAD,32,14169,55.18,L1,0
2519,0x555555555174,LOAD,32,14181,54.80,L1,0
2520,0x555555555168,LOAD,32,14194,55.18,L1,0
2521,0x555555555174,LOAD,32,14206,54.80,L1,0
2522,0x555555555168,LOAD,32,14219,55.18,L1,0
2523,0x555555555174,LOAD,32,14231,54.80,L1,0
2524,0x555555555168,LOAD,32,14244,55.17,L1,0
2525,0x555555555174,LOAD,32,14256,54.81,L1,0
2526,0x555555555168,LOAD,32,14269,55.16,L1,0
2527,0x555555555174,LOAD,32,14281,54.80,L1,0
2528,0x555555555168,LOAD,32,14294,55.16,L1,0
2529,0x555555555174,LOAD,32,14306,54.80,L1,0
2530,0x555555555168,LOAD,32,14319,55.16,L1,0
2531,0x555555555174,LOAD,32,14331,54.81,L1,0
2532,0x555555555168,LOAD,32,14344,55.17,L1,0
2533,0x555555555174,LOAD,32,14356,54.81,L1,0
2534,0x555555555168,LOAD,32,14369,55.17,L1,0
2535,0x555555555174,LOAD,32,14381,54.80,L1,0
2536,0x555555555168,LOAD,32,14394,55.18,L1,0
2537,0x555555555174,LOAD,32,14406,54.79,L1,0
2538,0x555555555168,LOAD,32,14419,55.18,L1,0
2539,0x555555555174,LOAD,32,14431,54.79,L1,0
2540,0x555555555168,LOAD,32,14444,55.18,L1,0
2541,0x555555555174,LOAD,32,14456,54.79,L1,0
2542,0x555555555168,LOAD,32,14469,55.18,L1,0
2543,0x555555555174,LOAD,32,14481,54.78,L1,0
2544,0x555555555168,LOAD,32,14494,55.19,L1,0
2545,0x555555555174,LOAD,32,14506,54.78,L1,0
2546,0x555555555168,LOAD,32,14519,55.18,L1,0
2547,0x555555555174,LOAD,32,14531,54.79,L1,0
2548,0x555555555168,LOAD,32,14544,55.18,L1,0
2549,0x555555555174,LOAD,32,14556,54.80,L1,0
2550,0x555555555168,LOAD,32,14569,55.18,L1,0
2551,0x555555555174,LOAD,32,14581,54.79,L1,0
2552,0x555555555168,LOAD,32,14594,55.18,L1,0
2553,0x555555555174,LOAD,32,14606,54.80,L1,0
2554,0x555555555168,LOAD,32,14619,55.17,L1,0
2555,0x555555555174,LOAD,32,14631,54.80,L1,0
2556,0x555555555168,LOAD,32,14644,55.18,L1,0
2557,0x555555555174,LOAD,32,14656,54.80,L1,0
2558,0x555555555168,LOAD,32,14669,55.17,L1,0
2559,0x555555555174,LOAD,32,14681,54.80,L1,0
2560,0x555555555168,LOAD,32,14694,55.17,L1,0
2561,0x555555555174,LOAD,32,14706,54.80,L1,0
2562,0x555555555168,LOAD,32,14719,55.17,L1,0
2563,0x555555555174,LOAD,32,14731,54.80,L1,0
2564,0x555555555168,LOAD,32,14744,55.17,L1,0
2565,0x555555555174,LOAD,32,14756,54.80,L1,0
2566,0x555555555168,LOAD,32,14769,55.18,L1,0
2567,0x555555555174,LOAD,32,14781,54.80,L1,0
2568,0x555555555168,LOAD,32,14794,55.18,L1,0
2569,0x555555555174,LOAD,32,14806,54.81,L1,0
2570,0x555555555168,LOAD,32,14819,55.18,L1,0
2571,0x555555555174,LOAD,32,14831,54.81,L1,0
2572,0x555555555168,LOAD,32,14844,55.23,L1,0
2573,0x555555555174,LOAD,32,14856,54.82,L1,0
2574,0x555555555168,LOAD,32,14869,55.22,L1,0
2575,0x555555555174,LOAD,32,14881,54.82,L1,0
2576,0x555555555168,LOAD,32,14894,55.23,L1,0
2577,0x555555555174,LOAD,32,14906,54.82,L1,0
2578,0x555555555168,LOAD,32,14919,55.24,L1,0
2579,0x555555555174,LOAD,32,14931,54.82,L1,0
2580,0x555555555168,LOAD,32,14944,55.24,L1,0
2581,0x555555555174,LOAD,32,14956,54.83,L1,0
2582,0x555555555168,LOAD,32,14969,55.23,L1,0
2583,0x555555555174,LOAD,32,14981,54.83,L1,0
2584,0x555555555168,LOAD,32,14994,55.23,L1,0
2585,0x555555555174,LOAD,32,15006,54.83,L1,0
2586,0x555555555168,LOAD,32,15019,55.24,L1,0
2587,0x555555555174,LOAD,32,15031,54.83,L1,0
2588,0x555555555168,LOAD,32,15044,55.24,L1,0
2589,0x555555555174,LOAD,32,15056,54.83,L1,0
2590,0x555555555168,LOAD,32,15069,55.25,L1,0
2591,0x555555555174,LOAD,32,15081,54.84,L1,0
2592,0x555555555168,LOAD,32,15094,55.25,L1,0
2593,0x555555555174,LOAD,32,15106,54.84,L1,0
2594,0x555555555168,LOAD,32,15119,55.24,L1,0
2595,0x555555555174,LOAD,32,15131,54.84,L1,0
2596,0x555555555168,LOAD,32,15144,55.24,L1,0
2597,0x555555555174,LOAD,32,15156,54.85,L1,0
2598,0x555555555168,LOAD,32,15169,55.24,L1,0
2599,0x555555555174,LOAD,32,15181,54.85,L1,0
2600,0x555555555168,LOAD,32,15194,55.25,L1,0
2601,0x555555555174,LOAD,32,15206,54.85,L1,0
2602,0x555555555168,LOAD,32,15219,55.25,L1,0
2603,0x555555555174,LOAD,32,15231,54.85,L1,0
2604,0x555555555168,LOAD,32,15244,55.25,L1,0
2605,0x555555555174,LOAD,32,15256,54.85,L1,0
2606,0x555555555168,LOAD,32,15269,55.25,L1,0
2607,0x555555555174,LOAD,32,15281,54.85,L1,0
2608,0x555555555168,LOAD,32,15294,55.25,L1,0
2609,0x555555555174,LOAD,32,15306,54.84,L1,0
2610,0x555555555168,LOAD,32,15319,55.26,L1,0
2611,0x555555555174,LOAD,32,15331,54.85,L1,0
2612,0x555555555168,LOAD,32,15344,55.26,L1,0
2613,0x555555555174,LOAD,32,15356,54.85,L1,0
2614,0x555555555168,LOAD,32,15369,55.26,L1,0
2615,0x555555555174,LOAD,32,15381,54.84,L1,0
2616,0x555555555168,LOAD,32,15394,55.26,L1,0
2617,0x555555555174,LOAD,32,15406,54.85,L1,0
2618,0x555555555168,LOAD,32,15419,55.26,L1,0
2619,0x555555555174,LOAD,32,15431,54.85,L1,0
2620,0x555555555168,LOAD,32,15444,55.25,L1,0
2621,0x555555555174,LOAD,32,15456,54.85,L1,0
2622,0x555555555168,LOAD,32,15469,55.26,L1,0
2623,0x555555555174,LOAD,32,15481,54.86,L1,0
2624,0x555555555168,LOAD,32,15494,55.26,L1,0
2625,0x555555555174,LOAD,32,15506,54.85,L1,0
2626,0x555555555168,LOAD,32,15519,55.26,L1,0
2627,0x555555555174,LOAD,32,15531,54.86,L1,0
2628,0x555555555168,LOAD,32,15544,55.26,L1,0
2629,0x555555555174,LOAD,32,15556,54.85,L1,0
2630,0x555555555168,LOAD,32,15569,55.25,L1,0
2631,0x555555555174,LOAD,32,15581,54.86,L1,0
2632,0x555555555168,LOAD,32,15594,55.24,L1,0
2633,0x555555555174,LOAD,32,15606,54.84,L1,0
2634,0x555555555168,LOAD,32,15619,55.24,L1,0
2635,0x555555555174,LOAD,32,15631,54.84,L1,0
2636,0x555555555168,LOAD,32,15644,55.24,L1,0
2637,0x555555555174,LOAD,32,15656,54.84,L1,0
2638,0x555555555168,LOAD,32,15669,55.25,L1,0
2639,0x555555555174,LOAD,32,15681,54.84,L1,0
2640,0x555555555168,LOAD,32,15694,55.25,L1,0
2641,0x555555555174,LOAD,32,15706,54.84,L1,0
2642,0x555555555168,LOAD,32,15719,55.26,L1,0
2643,0x555555555174,LOAD,32,15731,54.84,L1,0
2644,0x555555555168,LOAD,32,15744,55.26,L1,0
2645,0x555555555174,LOAD,32,15756,54.83,L1,0
2646,0x555555555168,LOAD,32,15769,55.27,L1,0
2647,0x555555555174,LOAD,32,15781,54.83,L1,0
2648,0x555555555168,LOAD,32,15794,55.27,L1,0
2649,0x555555555174,LOAD,32,15806,54.84,L1,0
2650,0x555555555168,LOAD,32,15819,55.27,L1,0
2651,0x555555555174,LOAD,32,15831,54.84,L1,0
2652,0x555555555168,LOAD,32,15844,55.27,L1,0
2653,0x555555555174,LOAD,32,15856,54.84,L1,0
2654,0x555555555168,LOAD,32,15869,55.27,L1,0
2655,0x555555555174,LOAD,32,15881,54.84,L1,0
2656,0x555555555168,LOAD,32,15894,55.28,L1,0
2657,0x555555555174,LOAD,32,15906,54.84,L1,0
2658,0x555555555168,LOAD,32,15919,55.27,L1,0
2659,0x555555555174,LOAD,32,15931,54.84,L1,0
2660,0x555555555168,LOAD,32,15944,55.27,L1,0
2661,0x555555555174,LOAD,32,15956,54.84,L1,0
2662,0x555555555168,LOAD,32,15969,55.27,L1,0
2663,0x555555555174,LOAD,32,15981,54.85,L1,0
2664,0x555555555168,LOAD,32,15994,55.28,L1,0
2665,0x555555555174,LOAD,32,16006,54.86,L1,0
2666,0x555555555168,LOAD,32,16019,55.28,L1,0
2667,0x555555555174,LOAD,32,16031,54.86,L1,0
2668,0x555555555168,LOAD,32,16044,55.29,L1,0
2669,0x555555555174,LOAD,32,16056,54.86,L1,0
2670,0x555555555168,LOAD,32,16069,55.28,L1,0
2671,0x555555555174,LOAD,32,16081,54.86,L1,0
2672,0x555555555168,LOAD,32,16094,55.28,L1,0
2673,0x555555555174,LOAD,32,16106,54.86,L1,0
2674,0x555555555168,LOAD,32,16119,55.28,L1,0
2675,0x555555555174,LOAD,32,16131,54.86,L1,0
2676,0x555555555168,LOAD,32,16144,55.29,L1,0
2677,0x555555555174,LOAD,32,16156,54.86,L1,0
2678,0x555555555168,LOAD,32,16169,55.29,L1,0
2679,0x555555555174,LOAD,32,16181,54.86,L1,0
