ID,PC,Opcode,Bitwidth,Execution_Count,Avg_Latency,MemLevel,BranchCount
7276,0x555555555168,LOAD,32,73644,56.41,L1,0
7277,0x555555555174,LOAD,32,73656,56.55,L1,0
7278,0x555555555168,LOAD,32,73669,56.41,L1,0
7279,0x555555555174,LOAD,32,73681,56.55,L1,0
7280,0x555555555168,LOAD,32,73694,56.41,L1,0
7281,0x555555555174,LOAD,32,73706,56.55,L1,0
7282,0x555555555168,LOAD,32,73719,56.41,L1,0
7283,0x555555555174,LOAD,32,73731,56.55,L1,0
7284,0x555555555168,LOAD,32,73744,56.41,L1,0
7285,0x555555555174,LOAD,32,73756,56.55,L1,0
7286,0x555555555168,LOAD,32,73769,56.42,L1,0
7287,0x555555555174,LOAD,32,73781,56.55,L1,0
7288,0x555555555168,LOAD,32,73794,56.42,L1,0
7289,0x555555555174,LOAD,32,73806,56.55,L1,0
7290,0x555555555168,LOAD,32,73819,56.42,L1,0
7291,0x555555555174,LOAD,32,73831,56.55,L1,0
7292,0x555555555168,LOAD,32,73844,56.42,L1,0
7293,0x555555555174,LOAD,32,73856,56.55,L1,0
7294,0x555555555168,LOAD,32,73869,56.42,L1,0
7295,0x555555555174,LOAD,32,73881,56.55,L1,0
7296,0x555555555168,LOAD,32,73894,56.42,L1,0
7297,0x555555555174,LOAD,32,73906,56.55,L1,0
7298,0x555555555168,LOAD,32,73919,56.42,L1,0
7299,0x555555555174,LOAD,32,73931,56.55,L1,0
7300,0x555555555168,LOAD,32,73944,56.42,L1,0
7301,0x555555555174,LOAD,32,73956,56.55,L1,0
7302,0x555555555168,LOAD,32,73969,56.42,L1,0
7303,0x555555555174,LOAD,32,73981,56.55,L1,0
7304,0x555555555168,LOAD,32,73994,56.42,L1,0
7305,0x555555555174,LOAD,32,74006,56.55,L1,0
7306,0x555555555168,LOAD,32,74019,56.42,L1,0
7307,0x555555555174,LOAD,32,74031,56.55,L1,0
7308,0x555555555168,LOAD,32,74044,56.42,L1,0
7309,0x555555555174,LOAD,32,74056,56.56,L1,0
7310,0x555555555168,LOAD,32,74069,56.42,L1,0
7311,0x555555555174,LOAD,32,74081,56.56,L1,0
7312,0x555555555168,LOAD,32,74094,56.42,L1,0
7313,0x555555555174,LOAD,32,74106,56.56,L1,0
7314,0x555555555168,LOAD,32,74119,56.42,L1,0
7315,0x555555555174,LOAD,32,74131,56.56,L1,0
7316,0x555555555168,LOAD,32,74144,56.42,L1,0
7317,0x555555555174,LOAD,32,74156,56.56,L1,0
7318,0x555555555168,LOAD,32,74169,56.42,L1,0
7319,0x555555555174,LOAD,32,74181,56.56,L1,0
7320,0x555555555168,LOAD,32,74194,56.42,L1,0
7321,0x555555555174,LOAD,32,74206,56.56,L1,0
7322,0x555555555168,LOAD,32,74219,56.42,L1,0
7323,0x555555555174,LOAD,32,74231,56.56,L1,0
7324,0x555555555168,LOAD,32,74244,56.42,L1,0
7325,0x555555555174,LOAD,32,74256,56.56,L1,0
7326,0x555555555168,LOAD,32,74269,56.42,L1,0
7327,0x555555555174,LOAD,32,74281,56.56,L1,0
7328,0x555555555168,LOAD,32,74294,56.42,L1,0
7329,0x555555555174,LOAD,32,74306,56.56,L1,0
7330,0x555555555168,LOAD,32,74319,56.42,L1,0
7331,0x555555555174,LOAD,32,74331,56.56,L1,0
7332,0x555555555168,LOAD,32,74344,56.42,L1,0
7333,0x555555555174,LOAD,32,74356,56.56,L1,0
7334,0x555555555168,LOAD,32,74369,56.42,L1,0
7335,0x555555555174,LOAD,32,74381,56.56,L1,0
7336,0x555555555168,LOAD,32,74394,56.42,L1,0
7337,0x555555555174,LOAD,32,74406,56.56,L1,0
7338,0x555555555168,LOAD,32,74419,56.42,L1,0
7339,0x555555555174,LOAD,32,74431,56.56,L1,0
7340,0x555555555168,LOAD,32,74444,56.42,L1,0
7341,0x555555555174,LOAD,32,74456,56.56,L1,0
7342,0x555555555168,LOAD,32,74469,56.42,L1,0
7343,0x555555555174,LOAD,32,74481,56.56,L1,0
7344,0x555555555168,LOAD,32,74494,56.42,L1,0
7345,0x555555555174,LOAD,32,74506,56.56,L1,0
7346,0x555555555168,LOAD,32,74519,56.42,L1,0
7347,0x555555555174,LOAD,32,74531,56.56,L1,0
7348,0x555555555168,LOAD,32,74544,56.42,L1,0
7349,0x555555555174,LOAD,32,74556,56.56,L1,0
7350,0x555555555168,LOAD,32,74569,56.42,L1,0
7351,0x555555555174,LOAD,32,74581,56.56,L1,0
7352,0x555555555168,LOAD,32,74594,56.42,L1,0
7353,0x555555555174,LOAD,32,74606,56.56,L1,0
7354,0x555555555168,LOAD,32,74619,56.42,L1,0
7355,0x555555555174,LOAD,32,74631,56.56,L1,0
7356,0x555555555168,LOAD,32,74644,56.42,L1,0
7357,0x555555555174,LOAD,32,74656,56.56,L1,0
7358,0x555555555168,LOAD,32,74669,56.42,L1,0
7359,0x555555555174,LOAD,32,74681,56.56,L1,0
7360,0x555555555168,LOAD,32,74694,56.42,L1,0
7361,0x555555555174,LOAD,32,74706,56.56,L1,0
7362,0x555555555168,LOAD,32,74719,56.42,L1,0
7363,0x555555555174,LOAD,32,74731,56.56,L1,0
7364,0x555555555168,LOAD,32,74744,56.42,L1,0
7365,0x555555555174,LOAD,32,74756,56.56,L1,0
7366,0x555555555168,LOAD,32,74769,56.42,L1,0
7367,0x555555555174,LOAD,32,74781,56.56,L1,0
7368,0x555555555168,LOAD,32,74794,56.42,L1,0
7369,0x555555555174,LOAD,32,74806,56.56,L1,0
7370,0x555555555168,LOAD,32,74819,56.42,L1,0
7371,0x555555555174,LOAD,32,74831,56.56,L1,0
7372,0x555555555168,LOAD,32,74844,56.42,L1,0
7373,0x555555555174,LOAD,32,74856,56.56,L1,0
7374,0x555555555168,LOAD,32,74869,56.42,L1,0
7375,0x555555555174,LOAD,32,74881,56.56,L1,0
7376,0x555555555168,LOAD,32,74894,56.43,L1,0
7377,0x555555555174,LOAD,32,74906,56.56,L1,0
7378,0x555555555168,LOAD,32,74919,56.43,L1,0
7379,0x555555555174,LOAD,32,74931,56.56,L1,0
7380,0x555555555168,LOAD,32,74944,56.43,L1,0
7381,0x555555555174,LOAD,32,74956,56.57,L1,0
7382,0x555555555168,LOAD,32,74969,56.42,L1,0
7383,0x555555555174,LOAD,32,74981,56.57,L1,0
7384,0x555555555168,LOAD,32,74994,56.42,L1,0
7385,0x555555555174,LOAD,32,75006,56.57,L1,0
7386,0x555555555168,LOAD,32,75019,56.42,L1,0
7387,0x555555555174,LOAD,32,75031,56.57,L1,0
7388,0x555555555168,LOAD,32,75044,56.42,L1,0
7389,0x555555555174,LOAD,32,75056,56.57,L1,0
7390,0x555555555168,LOAD,32,75069,56.42,L1,0
7391,0x555555555174,LOAD,32,75081,56.57,L1,0
7392,0x555555555168,LOAD,32,75094,56.42,L1,0
7393,0x555555555174,LOAD,32,75106,56.57,L1,0
7394,0x555555555168,LOAD,32,75119,56.43,L1,0
7395,0x555555555174,LOAD,32,75131,56.57,L1,0
7396,0x555555555168,LOAD,32,75144,56.42,L1,0
7397,0x555555555174,LOAD,32,75156,56.57,L1,0
7398,0x555555555168,LOAD,32,75169,56.42,L1,0
7399,0x555555555174,LOAD,32,75181,56.57,L1,0
7400,0x555555555168,LOAD,32,75194,56.42,L1,0
7401,0x555555555174,LOAD,32,75206,56.57,L1,0
7402,0x555555555168,LOAD,32,75219,56.43,L1,0
7403,0x555555555174,LOAD,32,75231,56.57,L1,0
7404,0x555555555168,LOAD,32,75244,56.43,L1,0
7405,0x555555555174,LOAD,32,75256,56.57,L1,0
7406,0x555555555168,LOAD,32,75269,56.43,L1,0
7407,0x555555555174,LOAD,32,75281,56.57,L1,0
7408,0x555555555168,LOAD,32,75294,56.43,L1,0
7409,0x555555555174,LOAD,32,75306,56.57,L1,0
7410,0x555555555168,LOAD,32,75319,56.43,L1,0
7411,0x555555555174,LOAD,32,75331,56.57,L1,0
7412,0x555555555168,LOAD,32,75344,56.43,L1,0
7413,0x555555555174,LOAD,32,75356,56.57,L1,0
7414,0x555555555168,LOAD,32,75369,56.43,L1,0
7415,0x555555555174,LOAD,32,75381,56.57,L1,0
7416,0x555555555168,LOAD,32,75394,56.43,L1,0
7417,0x555555555174,LOAD,32,75406,56.57,L1,0
7418,0x555555555168,LOAD,32,75419,56.43,L1,0
7419,0x555555555174,LOAD,32,75431,56.57,L1,0
7420,0x555555555168,LOAD,32,75444,56.43,L1,0
7421,0x555555555174,LOAD,32,75456,56.57,L1,0
7422,0x555555555168,LOAD,32,75469,56.43,L1,0
7423,0x555555555174,LOAD,32,75481,56.57,L1,0
7424,0x555555555168,LOAD,32,75494,56.43,L1,0
7425,0x555555555174,LOAD,32,75506,56.57,L1,0
7426,0x555555555168,LOAD,32,75519,56.43,L1,0
7427,0x555555555174,LOAD,32,75531,56.57,L1,0
7428,0x555555555168,LOAD,32,75544,56.43,L1,0
7429,0x555555555174,LOAD,32,75556,56.57,L1,0
7430,0x555555555168,LOAD,32,75569,56.43,L1,0
7431,0x555555555174,LOAD,32,75581,56.57,L1,0
7432,0x555555555168,LOAD,32,75594,56.43,L1,0
7433,0x555555555174,LOAD,32,75606,56.58,L1,0
7434,0x555555555168,LOAD,32,75619,56.43,L1,0
7435,0x555555555174,LOAD,32,75631,56.58,L1,0
7436,0x555555555168,LOAD,32,75644,56.43,L1,0
7437,0x555555555174,LOAD,32,75656,56.58,L1,0
7438,0x555555555168,LOAD,32,75669,56.43,L1,0
7439,0x555555555174,LOAD,32,75681,56.58,L1,0
7440,0x555555555168,LOAD,32,75694,56.43,L1,0
7441,0x555555555174,LOAD,32,75706,56.58,L1,0
7442,0x555555555168,LOAD,32,75719,56.43,L1,0
7443,0x555555555174,LOAD,32,75731,56.58,L1,0
7444,0x555555555168,LOAD,32,75744,56.43,L1,0
7445,0x555555555174,LOAD,32,75756,56.58,L1,0
7446,0x555555555168,LOAD,32,75769,56.43,L1,0
7447,0x555555555174,LOAD,32,75781,56.58,L1,0
7448,0x555555555168,LOAD,32,75794,56.43,L1,0
7449,0x555555555174,LOAD,32,75806,56.58,L1,0
7450,0x555555555168,LOAD,32,75819,56.44,L1,0
7451,0x555555555174,LOAD,32,75831,56.58,L1,0
7452,0x555555555168,LOAD,32,75844,56.44,L1,0
7453,0x555555555174,LOAD,32,75856,56.58,L1,0
7454,0x555555555168,LOAD,32,75869,56.44,L1,0
7455,0x555555555174,LOAD,32,75881,56.58,L1,0
7456,0x555555555168,LOAD,32,75894,56.44,L1,0
7457,0x555555555174,LOAD,32,75906,56.58,L1,0
7458,0x555555555168,LOAD,32,75919,56.44,L1,0
7459,0x555555555174,LOAD,32,75931,56.58,L1,0
7460,0x555555555168,LOAD,32,75944,56.44,L1,0
7461,0x555555555174,LOAD,32,75956,56.58,L1,0
7462,0x555555555168,LOAD,32,75969,56.44,L1,0
7463,0x555555555174,LOAD,32,75981,56.58,L1,0
7464,0x555555555168,LOAD,32,75994,56.44,L1,0
7465,0x555555555174,LOAD,32,76006,56.58,L1,0
7466,0x555555555168,LOAD,32,76019,56.44,L1,0
7467,0x555555555174,LOAD,32,76031,56.58,L1,0
7468,0x555555555168,LOAD,32,76044,56.44,L1,0
7469,0x555555555174,LOAD,32,76056,56.58,L1,0
7470,0x555555555168,LOAD,32,76069,56.44,L1,0
7471,0x555555555174,LOAD,32,76081,56.58,L1,0
7472,0x555555555168,LOAD,32,76094,56.44,L1,0
7473,0x555555555174,LOAD,32,76106,56.58,L1,0
7474,0x555555555168,LOAD,32,76119,56.44,L1,0
7475,0x555555555174,LOAD,32,76131,56.58,L1,0
7476,0x555555555168,LOAD,32,76144,56.44,L1,0
7477,0x555555555174,LOAD,32,76156,56.59,L1,0
7478,0x555555555168,LOAD,32,76169,56.44,L1,0
7479,0x555555555174,LOAD,32,76181,56.59,L1,0
7480,0x555555555168,LOAD,32,76194,56.44,L1,0
7481,0x555555555174,LOAD,32,76206,56.59,L1,0
7482,0x555555555168,LOAD,32,76219,56.44,L1,0
7483,0x555555555174,LOAD,32,76231,56.59,L1,0
7484,0x555555555168,LOAD,32,76244,56.44,L1,0
7485,0x555555555174,LOAD,32,76256,56.59,L1,0
7486,0x555555555168,LOAD,32,76269,56.44,L1,0
7487,0x555555555174,LOAD,32,76281,56.59,L1,0
7488,0x555555555168,LOAD,32,76294,56.44,L1,0
7489,0x555555555174,LOAD,32,76306,56.59,L1,0
7490,0x555555555168,LOAD,32,76319,56.44,L1,0
7491,0x555555555174,LOAD,32,76331,56.59,L1,0
7492,0x555555555168,LOAD,32,76344,56.44,L1,0
7493,0x555555555174,LOAD,32,76356,56.59,L1,0
7494,0x555555555168,LOAD,32,76369,56.44,L1,0
7495,0x555555555174,LOAD,32,76381,56.59,L1,0
7496,0x555555555168,LOAD,32,76394,56.44,L1,0
7497,0x555555555174,LOAD,32,76406,56.59,L1,0
7498,0x555555555168,LOAD,32,76419,56.44,L1,0
7499,0x555555555174,LOAD,32,76431,56.59,L1,0
7500,0x555555555168,LOAD,32,76444,56.44,L1,0
7501,0x555555555174,LOAD,32,76456,56.59,L1,0
7502,0x555555555168,LOAD,32,76469,56.44,L1,0
7503,0x555555555174,LOAD,32,76481,56.59,L1,0
7504,0x555555555168,LOAD,32,76494,56.45,L1,0
7505,0x555555555174,LOAD,32,76506,56.59,L1,0
7506,0x555555555168,LOAD,32,76519,56.45,L1,0
7507,0x555555555174,LOAD,32,76531,56.60,L1,0
7508,0x555555555168,LOAD,32,76544,56.45,L1,0
7509,0x555555555174,LOAD,32,76556,56.60,L1,0
7510,0x555555555168,LOAD,32,76569,56.45,L1,0
7511,0x555555555174,LOAD,32,76581,56.60,L1,0
7512,0x555555555168,LOAD,32,76594,56.45,L1,0
7513,0x555555555174,LOAD,32,76606,56.60,L1,0
7514,0x555555555168,LOAD,32,76619,56.45,L1,0
7515,0x555555555174,LOAD,32,76631,56.60,L1,0
7516,0x555555555168,LOAD,32,76644,56.45,L1,0
7517,0x555555555174,LOAD,32,76656,56.60,L1,0
7518,0x555555555168,LOAD,32,76669,56.45,L1,0
7519,0x555555555174,LOAD,32,76681,56.60,L1,0
7520,0x555555555168,LOAD,32,76694,56.45,L1,0
7521,0x555555555174,LOAD,32,76706,56.60,L1,0
7522,0x555555555168,LOAD,32,76719,56.45,L1,0
7523,0x555555555174,LOAD,32,76731,56.60,L1,0
7524,0x555555555168,LOAD,32,76744,56.45,L1,0
7525,0x555555555174,LOAD,32,76756,56.60,L1,0
7526,0x555555555168,LOAD,32,76769,56.45,L1,0
7527,0x555555555174,LOAD,32,76781,56.60,L1,0
7528,0x555555555168,LOAD,32,76794,56.45,L1,0
7529,0x555555555174,LOAD,32,76806,56.60,L1,0
7530,0x555555555168,LOAD,32,76819,56.46,L1,0
7531,0x555555555174,LOAD,32,76831,56.61,L1,0
7532,0x555555555168,LOAD,32,76844,56.46,L1,0
7533,0x555555555174,LOAD,32,76856,56.61,L1,0
7534,0x555555555168,LOAD,32,76869,56.46,L1,0
7535,0x555555555174,LOAD,32,76881,56.61,L1,0
7536,0x555555555168,LOAD,32,76894,56.46,L1,0
7537,0x555555555174,LOAD,32,76906,56.61,L1,0
7538,0x555555555168,LOAD,32,76919,56.46,L1,0
7539,0x555555555174,LOAD,32,76931,56.61,L1,0
7540,0x555555555168,LOAD,32,76944,56.46,L1,0
7541,0x555555555174,LOAD,32,76956,56.61,L1,0
7542,0x555555555168,LOAD,32,76969,56.46,L1,0
7543,0x555555555174,LOAD,32,76981,56.61,L1,0
7544,0x555555555168,LOAD,32,76994,56.46,L1,0
7545,0x555555555174,LOAD,32,77006,56.61,L1,0
7546,0x555555555168,LOAD,32,77019,56.46,L1,0
7547,0x555555555174,LOAD,32,77031,56.61,L1,0
7548,0x555555555168,LOAD,32,77044,56.46,L1,0
7549,0x555555555174,LOAD,32,77056,56.61,L1,0
7550,0x555555555168,LOAD,32,77069,56.46,L1,0
7551,0x555555555174,LOAD,32,77081,56.61,L1,0
7552,0x555555555168,LOAD,32,77094,56.46,L1,0
7553,0x555555555174,LOAD,32,77106,56.61,L1,0
7554,0x555555555168,LOAD,32,77119,56.46,L1,0
7555,0x555555555174,LOAD,32,77131,56.61,L1,0
7556,0x555555555168,LOAD,32,77144,56.47,L1,0
7557,0x555555555174,LOAD,32,77156,56.61,L1,0
7558,0x555555555168,LOAD,32,77169,56.47,L1,0
7559,0x555555555174,LOAD,32,77181,56.61,L1,0
7560,0x555555555168,LOAD,32,77194,56.47,L1,0
7561,0x555555555174,LOAD,32,77206,56.62,L1,0
7562,0x555555555168,LOAD,32,77219,56.47,L1,0
7563,0x555555555174,LOAD,32,77231,56.62,L1,0
7564,0x555555555168,LOAD,32,77244,56.47,L1,0
7565,0x555555555174,LOAD,32,77256,56.62,L1,0
7566,0x555555555168,LOAD,32,77269,56.47,L1,0
7567,0x555555555174,LOAD,32,77281,56.62,L1,0
7568,0x555555555168,LOAD,32,77294,56.47,L1,0
7569,0x555555555174,LOAD,32,77306,56.62,L1,0
7570,0x555555555168,LOAD,32,77319,56.47,L1,0
7571,0x555555555174,LOAD,32,77331,56.62,L1,0
7572,0x555555555168,LOAD,32,77344,56.48,L1,0
7573,0x555555555174,LOAD,32,77356,56.62,L1,0
7574,0x555555555168,LOAD,32,77369,56.48,L1,0
7575,0x555555555174,LOAD,32,77381,56.62,L1,0
7576,0x555555555168,LOAD,32,77394,56.48,L1,0
7577,0x555555555174,LOAD,32,77406,56.62,L1,0
7578,0x555555555168,LOAD,32,77419,56.48,L1,0
7579,0x555555555174,LOAD,32,77431,56.62,L1,0
7580,0x555555555168,LOAD,32,77444,56.48,L1,0
7581,0x555555555174,LOAD,32,77456,56.62,L1,0
7582,0x555555555168,LOAD,32,77469,56.48,L1,0
7583,0x555555555174,LOAD,32,77481,56.62,L1,0
7584,0x555555555168,LOAD,32,77494,56.48,L1,0
7585,0x555555555174,LOAD,32,77506,56.62,L1,0
7586,0x555555555168,LOAD,32,77519,56.48,L1,0
7587,0x555555555174,LOAD,32,77531,56.62,L1,0
7588,0x555555555168,LOAD,32,77544,56.48,L1,0
7589,0x555555555174,LOAD,32,77556,56.62,L1,0
7590,0x555555555168,LOAD,32,77569,56.48,L1,0
7591,0x555555555174,LOAD,32,77581,56.62,L1,0
7592,0x555555555168,LOAD,32,77594,56.48,L1,0
7593,0x555555555174,LOAD,32,77606,56.62,L1,0
7594,0x555555555168,LOAD,32,77619,56.48,L1,0
7595,0x555555555174,LOAD,32,77631,56.62,L1,0
7596,0x555555555168,LOAD,32,77644,56.49,L1,0
7597,0x555555555174,LOAD,32,77656,56.63,L1,0
7598,0x555555555168,LOAD,32,77669,56.49,L1,0
7599,0x555555555174,LOAD,32,77681,56.63,L1,0
7600,0x555555555168,LOAD,32,77694,56.49,L1,0
7601,0x555555555174,LOAD,32,77706,56.63,L1,0
7602,0x555555555168,LOAD,32,77719,56.49,L1,0
7603,0x555555555174,LOAD,32,77731,56.63,L1,0
7604,0x555555555168,LOAD,32,77744,56.49,L1,0
7605,0x555555555174,LOAD,32,77756,56.63,L1,0
7606,0x555555555168,LOAD,32,77769,56.49,L1,0
7607,0x555555555174,LOAD,32,77781,56.63,L1,0
7608,0x555555555168,LOAD,32,77794,56.49,L1,0
7609,0x555555555174,LOAD,32,77806,56.63,L1,0
7610,0x555555555168,LOAD,32,77819,56.49,L1,0
7611,0x555555555174,LOAD,32,77831,56.63,L1,0
7612,0x555555555168,LOAD,32,77844,56.49,L1,0
7613,0x555555555174,LOAD,32,77856,56.63,L1,0
7614,0x555555555168,LOAD,32,77869,56.49,L1,0
7615,0x555555555174,LOAD,32,77881,56.63,L1,0
7616,0x555555555168,LOAD,32,77894,56.49,L1,0
7617,0x555555555174,LOAD,32,77906,56.63,L1,0
7618,0x555555555168,LOAD,32,77919,56.49,L1,0
7619,0x555555555174,LOAD,32,77931,56.64,L1,0
7620,0x555555555168,LOAD,32,77944,56.49,L1,0
7621,0x555555555174,LOAD,32,77956,56.63,L1,0
7622,0x555555555168,LOAD,32,77969,56.49,L1,0
7623,0x555555555174,LOAD,32,77981,56.63,L1,0
7624,0x555555555168,LOAD,32,77994,56.49,L1,0
7625,0x555555555174,LOAD,32,78006,56.64,L1,0
7626,0x555555555168,LOAD,32,78019,56.49,L1,0
7627,0x555555555174,LOAD,32,78031,56.64,L1,0
7628,0x555555555168,LOAD,32,78044,56.49,L1,0
7629,0x555555555174,LOAD,32,78056,56.63,L1,0
7630,0x555555555168,LOAD,32,78069,56.49,L1,0
7631,0x555555555174,LOAD,32,78081,56.64,L1,0
7632,0x555555555168,LOAD,32,78094,56.49,L1,0
7633,0x555555555174,LOAD,32,78106,56.64,L1,0
7634,0x555555555168,LOAD,32,78119,56.49,L1,0
7635,0x555555555174,LOAD,32,78131,56.64,L1,0
7636,0x555555555168,LOAD,32,78144,56.49,L1,0
7637,0x555555555174,LOAD,32,78156,56.64,L1,0
7638,0x555555555168,LOAD,32,78169,56.49,L1,0
7639,0x555555555174,LOAD,32,78181,56.64,L1,0
7640,0x555555555168,LOAD,32,78194,56.49,L1,0
7641,0x555555555174,LOAD,32,78206,56.64,L1,0
7642,0x555555555168,LOAD,32,78219,56.49,L1,0
7643,0x555555555174,LOAD,32,78231,56.64,L1,0
7644,0x555555555168,LOAD,32,78244,56.49,L1,0
7645,0x555555555174,LOAD,32,78256,56.64,L1,0
7646,0x555555555168,LOAD,32,78269,56.49,L1,0
7647,0x555555555174,LOAD,32,78281,56.64,L1,0
7648,0x555555555168,LOAD,32,78294,56.49,L1,0
7649,0x555555555174,LOAD,32,78306,56.64,L1,0
7650,0x555555555168,LOAD,32,78319,56.49,L1,0
7651,0x555555555174,LOAD,32,78331,56.64,L1,0
7652,0x555555555168,LOAD,32,78344,56.49,L1,0
7653,0x555555555174,LOAD,32,78356,56.64,L1,0
7654,0x555555555168,LOAD,32,78369,56.49,L1,0
7655,0x555555555174,LOAD,32,78381,56.64,L1,0
7656,0x555555555168,LOAD,32,78394,56.49,L1,0
7657,0x555555555174,LOAD,32,78406,56.64,L1,0
7658,0x555555555168,LOAD,32,78419,56.49,L1,0
7659,0x555555555174,LOAD,32,78431,56.65,L1,0
7660,0x555555555168,LOAD,32,78444,56.49,L1,0
7661,0x555555555174,LOAD,32,78456,56.65,L1,0
7662,0x555555555168,LOAD,32,78469,56.49,L1,0
7663,0x555555555174,LOAD,32,78481,56.65,L1,0
7664,0x555555555168,LOAD,32,78494,56.49,L1,0
7665,0x555555555174,LOAD,32,78506,56.65,L1,0
7666,0x555555555168,LOAD,32,78519,56.50,L1,0
7667,0x555555555174,LOAD,32,78531,56.65,L1,0
7668,0x555555555168,LOAD,32,78544,56.50,L1,0
7669,0x555555555174,LOAD,32,78556,56.65,L1,0
7670,0x555555555168,LOAD,32,78569,56.50,L1,0
7671,0x555555555174,LOAD,32,78581,56.65,L1,0
7672,0x555555555168,LOAD,32,78594,56.50,L1,0
7673,0x555555555174,LOAD,32,78606,56.65,L1,0
7674,0x555555555168,LOAD,32,78619,56.50,L1,0
7675,0x555555555174,LOAD,32,78631,56.65,L1,0
7676,0x555555555168,LOAD,32,78644,56.50,L1,0
7677,0x555555555174,LOAD,32,78656,56.65,L1,0
7678,0x555555555168,LOAD,32,78669,56.50,L1,0
7679,0x555555555174,LOAD,32,78681,56.65,L1,0
7680,0x555555555168,LOAD,32,78694,56.50,L1,0
7681,0x555555555174,LOAD,32,78706,56.65,L1,0
7682,0x555555555168,LOAD,32,78719,56.50,L1,0
7683,0x555555555174,LOAD,32,78731,56.65,L1,0
7684,0x555555555168,LOAD,32,78744,56.50,L1,0
7685,0x555555555174,LOAD,32,78756,56.65,L1,0
7686,0x555555555168,LOAD,32,78769,56.50,L1,0
7687,0x555555555174,LOAD,32,78781,56.65,L1,0
7688,0x555555555168,LOAD,32,78794,56.51,L1,0
7689,0x555555555174,LOAD,32,78806,56.65,L1,0
7690,0x555555555168,LOAD,32,78819,56.50,L1,0
7691,0x555555555174,LOAD,32,78831,56.65,L1,0
7692,0x555555555168,LOAD,32,78844,56.51,L1,0
7693,0x555555555174,LOAD,32,78856,56.65,L1,0
7694,0x555555555168,LOAD,32,78869,56.51,L1,0
7695,0x555555555174,LOAD,32,78881,56.65,L1,0
7696,0x555555555168,LOAD,32,78894,56.51,L1,0
7697,0x555555555174,LOAD,32,78906,56.65,L1,0
7698,0x555555555168,LOAD,32,78919,56.51,L1,0
7699,0x555555555174,LOAD,32,78931,56.66,L1,0
7700,0x555555555168,LOAD,32,78944,56.51,L1,0
7701,0x555555555174,LOAD,32,78956,56.65,L1,0
7702,0x555555555168,LOAD,32,78969,56.51,L1,0
7703,0x555555555174,LOAD,32,78981,56.66,L1,0
7704,0x555555555168,LOAD,32,78994,56.51,L1,0
7705,0x555555555174,LOAD,32,79006,56.66,L1,0
7706,0x555555555168,LOAD,32,79019,56.51,L1,0
7707,0x555555555174,LOAD,32,79031,56.66,L1,0
7708,0x555555555168,LOAD,32,79044,56.51,L1,0
7709,0x555555555174,LOAD,32,79056,56.66,L1,0
7710,0x555555555168,LOAD,32,79069,56.51,L1,0
7711,0x555555555174,LOAD,32,79081,56.66,L1,0
7712,0x555555555168,LOAD,32,79094,56.51,L1,0
7713,0x555555555174,LOAD,32,79106,56.66,L1,0
7714,0x555555555168,LOAD,32,79119,56.51,L1,0
7715,0x555555555174,LOAD,32,79131,56.66,L1,0
7716,0x555555555168,LOAD,32,79144,56.51,L1,0
7717,0x555555555174,LOAD,32,79156,56.66,L1,0
7718,0x555555555168,LOAD,32,79169,56.52,L1,0
7719,0x555555555174,LOAD,32,79181,56.66,L1,0
7720,0x555555555168,LOAD,32,79194,56.52,L1,0
7721,0x555555555174,LOAD,32,79206,56.66,L1,0
7722,0x555555555168,LOAD,32,79219,56.52,L1,0
7723,0x555555555174,LOAD,32,79231,56.66,L1,0
7724,0x555555555168,LOAD,32,79244,56.52,L1,0
7725,0x555555555174,LOAD,32,79256,56.66,L1,0
7726,0x555555555168,LOAD,32,79269,56.52,L1,0
7727,0x555555555174,LOAD,32,79281,56.66,L1,0
7728,0x555555555168,LOAD,32,79294,56.52,L1,0
7729,0x555555555174,LOAD,32,79306,56.66,L1,0
7730,0x555555555168,LOAD,32,79319,56.52,L1,0
7731,0x555555555174,LOAD,32,79331,56.66,L1,0
7732,0x555555555168,LOAD,32,79344,56.52,L1,0
7733,0x555555555174,LOAD,32,79356,56.66,L1,0
7734,0x555555555168,LOAD,32,79369,56.52,L1,0
7735,0x555555555174,LOAD,32,79381,56.66,L1,0
7736,0x555555555168,LOAD,32,79394,56.52,L1,0
7737,0x555555555174,LOAD,32,79406,56.67,L1,0
7738,0x555555555168,LOAD,32,79419,56.52,L1,0
7739,0x555555555174,LOAD,32,79431,56.67,L1,0
7740,0x555555555168,LOAD,32,79444,56.52,L1,0
7741,0x555555555174,LOAD,32,79456,56.67,L1,0
7742,0x555555555168,LOAD,32,79469,56.52,L1,0
7743,0x555555555174,LOAD,32,79481,56.67,L1,0
7744,0x555555555168,LOAD,32,79494,56.52,L1,0
7745,0x555555555174,LOAD,32,79506,56.67,L1,0
7746,0x555555555168,LOAD,32,79519,56.52,L1,0
7747,0x555555555174,LOAD,32,79531,56.67,L1,0
7748,0x555555555168,LOAD,32,79544,56.52,L1,0
7749,0x555555555174,LOAD,32,79556,56.67,L1,0
7750,0x555555555168,LOAD,32,79569,56.52,L1,0
7751,0x555555555174,LOAD,32,79581,56.67,L1,0
7752,0x555555555168,LOAD,32,79594,56.52,L1,0
7753,0x555555555174,LOAD,32,79606,56.67,L1,0
7754,0x555555555168,LOAD,32,79619,56.52,L1,0
7755,0x555555555174,LOAD,32,79631,56.67,L1,0
7756,0x555555555168,LOAD,32,79644,56.53,L1,0
