ID,PC,Opcode,Bitwidth,Execution_Count,Avg_Latency,MemLevel,BranchCount,Execution_Count_Cum,Avg_Latency_Cum
237,0x55555555516e,ARITH,32.0,125.0,53.66928000000026,,0.0,12503.0,56.64
238,0x55555555516e,ARITH,32.0,125.0,53.60927999999933,,0.0,12628.0,56.61
239,0x55555555516e,ARITH,32.0,125.0,54.56952000000049,,0.0,12753.0,56.59
240,0x55555555516e,ARITH,32.0,125.0,54.52951999999955,,0.0,12878.0,56.57
241,0x55555555516e,ARITH,32.0,125.0,55.52976000000071,,0.0,13003.0,56.56
242,0x55555555516e,ARITH,32.0,125.0,54.45951999999955,,0.0,13128.0,56.54
243,0x55555555516e,ARITH,32.0,125.0,53.35928000000026,,0.0,13253.0,56.51
244,0x55555555516e,ARITH,32.0,125.0,55.43975999999978,,0.0,13378.0,56.5
245,0x55555555516e,ARITH,32.0,125.0,56.5,,0.0,13503.0,56.5
246,0x55555555516e,ARITH,32.0,125.0,54.31951999999955,,0.0,13628.0,56.48
247,0x55555555516e,ARITH,32.0,125.0,52.079040000000035,,0.0,13753.0,56.44
248,0x55555555516e,ARITH,32.0,125.0,56.44,,0.0,13878.0,56.44
249,0x55555555516e,ARITH,32.0,125.0,56.44,,0.0,14003.0,56.44
250,0x55555555516e,ARITH,32.0,125.0,55.30976000000071,,0.0,14128.0,56.43
251,0x55555555516e,ARITH,32.0,125.0,55.289759999999774,,0.0,14253.0,56.42
252,0x55555555516e,ARITH,32.0,125.0,56.42,,0.0,14378.0,56.42
253,0x55555555516e,ARITH,32.0,125.0,56.42,,0.0,14503.0,56.42
254,0x55555555516e,ARITH,32.0,125.0,52.90928000000026,,0.0,14628.0,56.39
255,0x55555555516e,ARITH,32.0,125.0,52.84927999999933,,0.0,14753.0,56.36
256,0x55555555516e,ARITH,32.0,125.0,56.36,,0.0,14878.0,56.36
257,0x55555555516e,ARITH,32.0,125.0,53.95952000000048,,0.0,15003.0,56.34
258,0x55555555516e,ARITH,32.0,125.0,52.70928000000026,,0.0,15128.0,56.31
259,0x55555555516e,ARITH,32.0,125.0,55.08975999999885,,0.0,15253.0,56.3
260,0x55555555516e,ARITH,32.0,125.0,55.069760000000706,,0.0,15378.0,56.29
261,0x55555555516e,ARITH,32.0,125.0,52.56927999999933,,0.0,15503.0,56.26
262,0x55555555516e,ARITH,32.0,125.0,56.26,,0.0,15628.0,56.26
263,0x55555555516e,ARITH,32.0,125.0,51.219040000000966,,0.0,15753.0,56.22
264,0x55555555516e,ARITH,32.0,125.0,56.22,,0.0,15878.0,56.22
265,0x55555555516e,ARITH,32.0,125.0,58.780480000000445,,0.0,16003.0,56.24
266,0x55555555516e,ARITH,32.0,125.0,52.36927999999933,,0.0,16128.0,56.21
267,0x55555555516e,ARITH,32.0,125.0,54.90976000000071,,0.0,16253.0,56.2
268,0x55555555516e,ARITH,32.0,125.0,56.2,,0.0,16378.0,56.2
269,0x55555555516e,ARITH,32.0,125.0,54.879759999998846,,0.0,16503.0,56.19
270,0x55555555516e,ARITH,32.0,125.0,54.859760000000705,,0.0,16628.0,56.18
271,0x55555555516e,ARITH,32.0,125.0,56.18,,0.0,16753.0,56.18
272,0x55555555516e,ARITH,32.0,125.0,54.82975999999978,,0.0,16878.0,56.17
273,0x55555555516e,ARITH,32.0,125.0,53.44951999999955,,0.0,17003.0,56.15
274,0x55555555516e,ARITH,32.0,125.0,56.15,,0.0,17128.0,56.15
275,0x55555555516e,ARITH,32.0,125.0,54.76976000000071,,0.0,17253.0,56.14
276,0x55555555516e,ARITH,32.0,125.0,56.14,,0.0,17378.0,56.14
277,0x55555555516e,ARITH,32.0,125.0,54.73975999999978,,0.0,17503.0,56.13
278,0x55555555516e,ARITH,32.0,125.0,53.30951999999955,,0.0,17628.0,56.11
279,0x55555555516e,ARITH,32.0,125.0,57.53024000000023,,0.0,17753.0,56.12
280,0x55555555516e,ARITH,32.0,125.0,60.41071999999974,,0.0,17878.0,56.15
281,0x55555555516e,ARITH,32.0,125.0,54.709760000000706,,0.0,18003.0,56.14
282,0x55555555516e,ARITH,32.0,125.0,54.68975999999978,,0.0,18128.0,56.13
283,0x55555555516e,ARITH,32.0,125.0,57.59024000000022,,0.0,18253.0,56.14
284,0x55555555516e,ARITH,32.0,125.0,56.14,,0.0,18378.0,56.14
285,0x55555555516e,ARITH,32.0,125.0,54.65975999999978,,0.0,18503.0,56.13
286,0x55555555516e,ARITH,32.0,125.0,56.13,,0.0,18628.0,56.13
287,0x55555555516e,ARITH,32.0,125.0,53.12952000000048,,0.0,18753.0,56.11
288,0x55555555516e,ARITH,32.0,125.0,56.11,,0.0,18878.0,56.11
289,0x55555555516e,ARITH,32.0,125.0,53.06951999999955,,0.0,19003.0,56.09
290,0x55555555516e,ARITH,32.0,125.0,56.09,,0.0,19128.0,56.09
291,0x55555555516e,ARITH,32.0,125.0,57.63024000000022,,0.0,19253.0,56.1
292,0x55555555516e,ARITH,32.0,125.0,54.54975999999978,,0.0,19378.0,56.09
293,0x55555555516e,ARITH,32.0,125.0,52.969519999999555,,0.0,19503.0,56.07
294,0x55555555516e,ARITH,32.0,125.0,54.499759999999775,,0.0,19628.0,56.06
295,0x55555555516e,ARITH,32.0,125.0,52.899519999999555,,0.0,19753.0,56.04
296,0x55555555516e,ARITH,32.0,125.0,56.04,,0.0,19878.0,56.04
297,0x55555555516e,ARITH,32.0,125.0,54.43976000000164,,0.0,20003.0,56.03
298,0x55555555516e,ARITH,32.0,125.0,54.419759999999776,,0.0,20128.0,56.02
299,0x55555555516e,ARITH,32.0,125.0,54.39975999999977,,0.0,20253.0,56.01
300,0x55555555516e,ARITH,32.0,125.0,54.37975999999978,,0.0,20378.0,56.0
301,0x55555555516e,ARITH,32.0,125.0,52.719519999999555,,0.0,20503.0,55.98
302,0x55555555516e,ARITH,32.0,125.0,55.98,,0.0,20628.0,55.98
303,0x55555555516e,ARITH,32.0,125.0,55.98,,0.0,20753.0,55.98
304,0x55555555516e,ARITH,32.0,125.0,54.30975999999978,,0.0,20878.0,55.97
305,0x55555555516e,ARITH,32.0,125.0,54.28976000000164,,0.0,21003.0,55.96
306,0x55555555516e,ARITH,32.0,125.0,54.26975999999978,,0.0,21128.0,55.95
307,0x55555555516e,ARITH,32.0,125.0,54.249759999999775,,0.0,21253.0,55.94
308,0x55555555516e,ARITH,32.0,125.0,54.22975999999978,,0.0,21378.0,55.93
309,0x55555555516e,ARITH,32.0,125.0,54.209759999999775,,0.0,21503.0,55.92
310,0x55555555516e,ARITH,32.0,125.0,54.18975999999978,,0.0,21628.0,55.91
311,0x55555555516e,ARITH,32.0,125.0,55.91,,0.0,21753.0,55.91
312,0x55555555516e,ARITH,32.0,125.0,54.15975999999978,,0.0,21878.0,55.9
313,0x55555555516e,ARITH,32.0,125.0,52.37952000000141,,0.0,22003.0,55.88
314,0x55555555516e,ARITH,32.0,125.0,57.65023999999836,,0.0,22128.0,55.89
315,0x55555555516e,ARITH,32.0,125.0,57.67024000000022,,0.0,22253.0,55.9
316,0x55555555516e,ARITH,32.0,125.0,52.31952000000142,,0.0,22378.0,55.88
317,0x55555555516e,ARITH,32.0,125.0,57.68023999999836,,0.0,22503.0,55.89
318,0x55555555516e,ARITH,32.0,125.0,54.07976000000164,,0.0,22628.0,55.88
319,0x55555555516e,ARITH,32.0,125.0,55.88,,0.0,22753.0,55.88
320,0x55555555516e,ARITH,32.0,125.0,52.219519999999555,,0.0,22878.0,55.86
321,0x55555555516e,ARITH,32.0,125.0,55.86,,0.0,23003.0,55.86
322,0x55555555516e,ARITH,32.0,125.0,57.71023999999836,,0.0,23128.0,55.87
323,0x55555555516e,ARITH,32.0,125.0,55.87,,0.0,23253.0,55.87
324,0x55555555516e,ARITH,32.0,125.0,55.87,,0.0,23378.0,55.87
325,0x55555555516e,ARITH,32.0,125.0,55.87,,0.0,23503.0,55.87
326,0x55555555516e,ARITH,32.0,125.0,53.97976000000164,,0.0,23628.0,55.86
327,0x55555555516e,ARITH,32.0,125.0,55.86,,0.0,23753.0,55.86
328,0x55555555516e,ARITH,32.0,125.0,59.68048000000045,,0.0,23878.0,55.88
329,0x55555555516e,ARITH,32.0,125.0,57.80023999999836,,0.0,24003.0,55.89
330,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,24128.0,55.89
331,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,24253.0,55.89
332,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,24378.0,55.89
333,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,24503.0,55.89
334,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,24628.0,55.89
335,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,24753.0,55.89
336,0x55555555516e,ARITH,32.0,125.0,57.88024000000022,,0.0,24878.0,55.9
337,0x55555555516e,ARITH,32.0,125.0,53.89975999999977,,0.0,25003.0,55.89
338,0x55555555516e,ARITH,32.0,125.0,57.900240000000224,,0.0,25128.0,55.9
339,0x55555555516e,ARITH,32.0,125.0,55.9,,0.0,25253.0,55.9
340,0x55555555516e,ARITH,32.0,125.0,53.86975999999978,,0.0,25378.0,55.89
341,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,25503.0,55.89
342,0x55555555516e,ARITH,32.0,125.0,55.89,,0.0,25628.0,55.89
343,0x55555555516e,ARITH,32.0,125.0,53.82976000000164,,0.0,25753.0,55.88
344,0x55555555516e,ARITH,32.0,125.0,53.809759999997915,,0.0,25878.0,55.87
345,0x55555555516e,ARITH,32.0,125.0,57.95024000000208,,0.0,26003.0,55.88
346,0x55555555516e,ARITH,32.0,125.0,53.78975999999791,,0.0,26128.0,55.87
347,0x55555555516e,ARITH,32.0,125.0,55.87,,0.0,26253.0,55.87
348,0x55555555516e,ARITH,32.0,125.0,53.75976000000164,,0.0,26378.0,55.86
349,0x55555555516e,ARITH,32.0,125.0,55.86,,0.0,26503.0,55.86
350,0x55555555516e,ARITH,32.0,125.0,53.72975999999978,,0.0,26628.0,55.85
351,0x55555555516e,ARITH,32.0,125.0,53.709759999999775,,0.0,26753.0,55.84
352,0x55555555516e,ARITH,32.0,125.0,53.68975999999978,,0.0,26878.0,55.83
353,0x55555555516e,ARITH,32.0,125.0,57.99024000000022,,0.0,27003.0,55.84
354,0x55555555516e,ARITH,32.0,125.0,58.01024000000022,,0.0,27128.0,55.85
355,0x55555555516e,ARITH,32.0,125.0,53.669759999999776,,0.0,27253.0,55.84
356,0x55555555516e,ARITH,32.0,125.0,53.64975999999977,,0.0,27378.0,55.83
357,0x55555555516e,ARITH,32.0,125.0,55.83,,0.0,27503.0,55.83
358,0x55555555516e,ARITH,32.0,125.0,53.61975999999978,,0.0,27628.0,55.82
359,0x55555555516e,ARITH,32.0,125.0,58.040240000000225,,0.0,27753.0,55.83
360,0x55555555516e,ARITH,32.0,125.0,53.599759999999776,,0.0,27878.0,55.82
361,0x55555555516e,ARITH,32.0,125.0,55.82,,0.0,28003.0,55.82
362,0x55555555516e,ARITH,32.0,125.0,53.56976000000164,,0.0,28128.0,55.81
363,0x55555555516e,ARITH,32.0,125.0,55.81,,0.0,28253.0,55.81
364,0x55555555516e,ARITH,32.0,125.0,53.53975999999791,,0.0,28378.0,55.8
365,0x55555555516e,ARITH,32.0,125.0,55.8,,0.0,28503.0,55.8
366,0x55555555516e,ARITH,32.0,125.0,55.8,,0.0,28628.0,55.8
367,0x55555555516e,ARITH,32.0,125.0,55.8,,0.0,28753.0,55.8
368,0x55555555516e,ARITH,32.0,125.0,55.8,,0.0,28878.0,55.8
369,0x55555555516e,ARITH,32.0,125.0,53.47975999999978,,0.0,29003.0,55.79
370,0x55555555516e,ARITH,32.0,125.0,55.79,,0.0,29128.0,55.79
371,0x55555555516e,ARITH,32.0,125.0,53.44976000000164,,0.0,29253.0,55.78
372,0x55555555516e,ARITH,32.0,125.0,51.079519999999555,,0.0,29378.0,55.76
373,0x55555555516e,ARITH,32.0,125.0,58.12024000000022,,0.0,29503.0,55.77
374,0x55555555516e,ARITH,32.0,125.0,53.39975999999977,,0.0,29628.0,55.76
375,0x55555555516e,ARITH,32.0,125.0,58.140240000000226,,0.0,29753.0,55.77
376,0x55555555516e,ARITH,32.0,125.0,53.37975999999978,,0.0,29878.0,55.76
377,0x55555555516e,ARITH,32.0,125.0,53.359759999999774,,0.0,30003.0,55.75
378,0x55555555516e,ARITH,32.0,125.0,55.75,,0.0,30128.0,55.75
379,0x55555555516e,ARITH,32.0,125.0,58.17024000000022,,0.0,30253.0,55.76
380,0x55555555516e,ARITH,32.0,125.0,58.19024000000022,,0.0,30378.0,55.77
381,0x55555555516e,ARITH,32.0,125.0,55.77,,0.0,30503.0,55.77
382,0x55555555516e,ARITH,32.0,125.0,55.77,,0.0,30628.0,55.77
383,0x55555555516e,ARITH,32.0,125.0,55.77,,0.0,30753.0,55.77
384,0x55555555516e,ARITH,32.0,125.0,53.29975999999978,,0.0,30878.0,55.76
385,0x55555555516e,ARITH,32.0,125.0,55.76,,0.0,31003.0,55.76
386,0x55555555516e,ARITH,32.0,125.0,58.250240000000225,,0.0,31128.0,55.77
387,0x55555555516e,ARITH,32.0,125.0,53.26975999999978,,0.0,31253.0,55.76
388,0x55555555516e,ARITH,32.0,125.0,55.76,,0.0,31378.0,55.76
389,0x55555555516e,ARITH,32.0,125.0,53.23975999999978,,0.0,31503.0,55.75
390,0x55555555516e,ARITH,32.0,125.0,58.28024000000023,,0.0,31628.0,55.76
391,0x55555555516e,ARITH,32.0,125.0,55.76,,0.0,31753.0,55.76
392,0x55555555516e,ARITH,32.0,125.0,53.209759999999775,,0.0,31878.0,55.75
393,0x55555555516e,ARITH,32.0,125.0,53.18975999999978,,0.0,32003.0,55.74
394,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,32128.0,55.74
395,0x55555555516e,ARITH,32.0,125.0,53.15975999999978,,0.0,32253.0,55.73
396,0x55555555516e,ARITH,32.0,125.0,58.320240000000226,,0.0,32378.0,55.74
397,0x55555555516e,ARITH,32.0,125.0,58.34024000000022,,0.0,32503.0,55.75
398,0x55555555516e,ARITH,32.0,125.0,58.360240000000225,,0.0,32628.0,55.76
399,0x55555555516e,ARITH,32.0,125.0,55.76,,0.0,32753.0,55.76
400,0x55555555516e,ARITH,32.0,125.0,53.12975999999978,,0.0,32878.0,55.75
401,0x55555555516e,ARITH,32.0,125.0,53.109759999999774,,0.0,33003.0,55.74
402,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,33128.0,55.74
403,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,33253.0,55.74
404,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,33378.0,55.74
405,0x55555555516e,ARITH,32.0,125.0,53.05975999999978,,0.0,33503.0,55.73
406,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,33628.0,55.73
407,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,33753.0,55.73
408,0x55555555516e,ARITH,32.0,125.0,58.44024000000022,,0.0,33878.0,55.74
409,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,34003.0,55.74
410,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,34128.0,55.74
411,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,34253.0,55.74
412,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,34378.0,55.74
413,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,34503.0,55.74
414,0x55555555516e,ARITH,32.0,125.0,52.96975999999977,,0.0,34628.0,55.73
415,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,34753.0,55.73
416,0x55555555516e,ARITH,32.0,125.0,52.93975999999978,,0.0,34878.0,55.72
417,0x55555555516e,ARITH,32.0,125.0,55.72,,0.0,35003.0,55.72
418,0x55555555516e,ARITH,32.0,125.0,55.72,,0.0,35128.0,55.72
419,0x55555555516e,ARITH,32.0,125.0,52.89976000000164,,0.0,35253.0,55.71
420,0x55555555516e,ARITH,32.0,125.0,55.71,,0.0,35378.0,55.71
421,0x55555555516e,ARITH,32.0,125.0,55.71,,0.0,35503.0,55.71
422,0x55555555516e,ARITH,32.0,125.0,58.56023999999836,,0.0,35628.0,55.72
423,0x55555555516e,ARITH,32.0,125.0,55.72,,0.0,35753.0,55.72
424,0x55555555516e,ARITH,32.0,125.0,55.72,,0.0,35878.0,55.72
425,0x55555555516e,ARITH,32.0,125.0,58.60024000000023,,0.0,36003.0,55.73
426,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,36128.0,55.73
427,0x55555555516e,ARITH,32.0,125.0,52.82975999999978,,0.0,36253.0,55.72
428,0x55555555516e,ARITH,32.0,125.0,52.80976000000164,,0.0,36378.0,55.71
429,0x55555555516e,ARITH,32.0,125.0,58.63023999999836,,0.0,36503.0,55.72
430,0x55555555516e,ARITH,32.0,125.0,55.72,,0.0,36628.0,55.72
431,0x55555555516e,ARITH,32.0,125.0,58.66024000000022,,0.0,36753.0,55.73
432,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,36878.0,55.73
433,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,37003.0,55.73
434,0x55555555516e,ARITH,32.0,125.0,58.70024000000022,,0.0,37128.0,55.74
435,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,37253.0,55.74
436,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,37378.0,55.74
437,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,37503.0,55.74
438,0x55555555516e,ARITH,32.0,125.0,55.740000000001864,,0.0,37628.0,55.74
439,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,37753.0,55.74
440,0x55555555516e,ARITH,32.0,125.0,58.77023999999836,,0.0,37878.0,55.75
441,0x55555555516e,ARITH,32.0,125.0,55.75,,0.0,38003.0,55.75
442,0x55555555516e,ARITH,32.0,125.0,55.75,,0.0,38128.0,55.75
443,0x55555555516e,ARITH,32.0,125.0,55.75,,0.0,38253.0,55.75
444,0x55555555516e,ARITH,32.0,125.0,55.75,,0.0,38378.0,55.75
445,0x55555555516e,ARITH,32.0,125.0,52.66976000000164,,0.0,38503.0,55.74
446,0x55555555516e,ARITH,32.0,125.0,52.64975999999791,,0.0,38628.0,55.73
447,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,38753.0,55.73
448,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,38878.0,55.73
449,0x55555555516e,ARITH,32.0,125.0,55.73,,0.0,39003.0,55.73
450,0x55555555516e,ARITH,32.0,125.0,58.860240000002086,,0.0,39128.0,55.74
451,0x55555555516e,ARITH,32.0,125.0,55.74,,0.0,39253.0,55.74
